식당명,작성일,방문횟수,리뷰 내용,리뷰 태그
제면소의하루 건대점,6.10.화,1,맨날 지나가다가 오고 싶었는데 우연히 근처 지나가는 김에 방문했어요!! 히모카와 우동 처음 먹어보는데 신기하구 맛있어요~ 자주 방문할게욤 ♡,"음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요"
제면소의하루 건대점,6.7.토,1,맛있게 잘 먹었습니다 히모카와 우동 궁금했는데 마침 먹을 수 있어서 좋았어요!! 면도 너무 쫄깃하고 가라아게랑 같이 먹으니까 잘 어울렸어요 잘먹었습니다~!!,"혼밥하기 좋아요, 음식이 맛있어요, 특별한 메뉴가 있어요, 가성비가 좋아요"
제면소의하루 건대점,6.6.금,1,단새우붓카케는 단새우가 쫜득하니 붓카케드실거면 추천드려요! 히모카와우동도 쫄깃하고 맛있어요!,"음식이 맛있어요, 현지 맛에 가까워요, 차분한 분위기에요"
제면소의하루 건대점,6.5.목,1,"여름에 딱이고 신선해요
양 진짜~~~~~ 많아서 든든해요
친절하시규 맛있고 짱짱","매장이 청결해요, 음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요, 매장이 넓어요"
제면소의하루 건대점,6.3.화,1,"너무 맛있게 잘 먹고갑니다! 오랜만에 외식이였는데, 만족스럽기 먹고 가요~ 강아지도 너무 귀여웠습니다ㅎㅎ","음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 친절해요, 혼밥하기 좋아요"
제면소의하루 건대점,5.14.수,2,"첫방문후 쫄깃만 면발이 일본에서 먹은맛이랑 똑같아서 두번째 또 찾아갔어요 ㅎㅎ
또 먹으러 가자고 노래 불러서 아이 학원도 째고 가서 맛있게 먹고 왔어요.
면발도 너무 쫄깃하고 사장님이 키우시는 강아지는 왜이렇게 순하고 개인기도 다양한지 ㅎㅎ
손님들도 서로 강아지랑 사진찍고 좋아하시더라구요.
두번째 방문 알아봐주시고 서비스로 주신 어묵튀김도 빠삭하고 맛있고 도장깨듯 다 먹어볼꺼에요 ^^
저희도 여러장 찍고 다음주에 또 방문할꺼에요.
사장님 혼자만 알기 아쉬워서 맘까페도 올릴꺼에요.
오래오래 운영해주세요^^
접기","음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요, 매장이 청결해요, 반려동물과 가기 좋아요"
제면소의하루 건대점,5.31.토,1,"너무너무 맛있어요
쫄깃해서 씹는 맛이 있네영 ㅎㅎ
사장님도 너무너무 친절하셔요!!
건입 오면 또 올려구요❤️
접기","음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요, 친절해요"
제면소의하루 건대점,5.30.금,1,"너무너무너무 맛있게 먹었어요.
역시 기성품이랑은 차원이 달라요🙂😍😍","음식이 맛있어요, 양이 많아요, 매장이 넓어요, 혼밥하기 좋아요"
제면소의하루 건대점,6.11.수,1,날씨가 더워지면서 시원한 메뉴 찾다가 냉우동이 맛있다고 해서 왔는데 리뷰 그대로 면이 쫄깃쫄깃하고 너무 맛있었어요! 면 추가도 무료라 추가하려고 했는데 기본 제공된 면도 양이 충분히 많아서 추가하지 않았습니다ㅎㅎ 다음에 또 올게요!,"혼밥하기 좋아요, 음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요"
제면소의하루 건대점,5.24.토,3,너무 맛있오요! 매주 와서 먹고 있어요! 주중에 계속 생각나는 맛이에요!,"음식이 맛있어요, 재료가 신선해요, 양이 많아요"
제면소의하루 건대점,6.3.화,1,"면 식감이랑 감칠맛이 좋아서 맛있게 먹었습니다.
양도 넉넉해서 부족함 없구요.
혼자 오기에도 여럿이서 오기에도 좋은 가게입니다.","음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 혼밥하기 좋아요, 매장이 넓어요"
제면소의하루 건대점,6.6.금,1,"딱한자리있어서 바로입장 성공!
너무맛있어요ㅎㅎ 다음에도 올래요!","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요, 매장이 넓어요"
제면소의하루 건대점,6.11.수,1,히모카와 우동 먹어보고 싶었는데 엄청 쫄기사고 맛있어요! 사장님도 친절하시고 강아지가 너무 귀엽네요☺️🩷 냉우동 생각날 때마다 들릴 것 같아요!,"매장이 넓어요, 음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요"
제면소의하루 건대점,6.7.토,1,면이 탱글탱글하고 너무 맛있어요!!!매장도깔끔,"친절해요, 매장이 청결해요, 음식이 맛있어요"
제면소의하루 건대점,6.11.수,1,더운 여름에는 역시 냉우동👍 사장님도 너무 친절하시고 음식도 빨리나오고 맛도 좋아요! 앞으로도 더울때마다 찾아오려 합니다! 최고에여✨,"친절해요, 매장이 청결해요, 음식이 맛있어요, 재료가 신선해요, 인테리어가 멋져요"
제면소의하루 건대점,6.5.목,4,"시간 안 맞아서 오랜만에 왔는데 메뉴도 다양해지고 사람도 많아져서 좋네용!!!!!
대박나세여","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 매장이 넓어요, 혼밥하기 좋아요"
제면소의하루 건대점,6.6.금,1,건대 제면소의 하루에서 맛있는 식사. 면발이 쫄깃하고 국물이 깊고 진해서 국수 본연의 맛을 잘 살렸더라고요. 가게 분위기도 깔끔하고 조용해서 혼밥이나 데이트 장소로도 잘 어울려요. 사장님이 너무 친절해서 기분 좋게 식사했어요. 또 빙문할거에요,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 건강한 맛이에요, 친절해요"
제면소의하루 건대점,5.28.수,1,"맛있는 우동집을 찾아서 와봤는데
너무 맛있어오
맛나게 먹구 또 올게요-!","인테리어가 멋져요, 음식이 맛있어요, 재료가 신선해요"
제면소의하루 건대점,6.5.목,1,"붓가케우동, 니꾸우동 시켰어요
니꾸우동 양 진짜 많구 쌀국수 맛 나요. 근데 우동면이라 더 든든해요.
붓가케우동은 겨자맛 톡쏘면서 면 탱글해서 여름에 좋습니다!!
가라아케, 오뎅튀김도 너무 맛있어요. 오뎅튀김은 여기의 시그니처 사이드 메뉴이니 많이 드시는 분은 시켜보시길!!
튀김용 소스에 찍어드세요.

사장님, 직원 모두 친절하셔서 기분 좋게 먹고 갑니다!

평일 점심 먹는 분 13시라도 히모카와우동 품절되니 그거 먹고 싶으면 빨리 오세요!
접기","음식이 맛있어요, 특별한 메뉴가 있어요, 반찬이 잘 나와요, 친절해요, 매장이 청결해요"
제면소의하루 건대점,5.18.일,1,냉우동을 너무 사랑해서 여기저기 냉우동 먹으러 다니는게 취미인데요.... 진짜 너무너무 맛있어요.. 제 기준 여기가 1등이에요.. 면사리 추가도 무료라 양 많은 남성분들도 좋아하실것 같아요 ! 사장님이랑 직원분들도 친절하셔서 기분 좋게 먹고왔어요 자주올게요!!!!,"매장이 넓어요, 음식이 맛있어요, 양이 많아요, 가성비가 좋아요"
제면소의하루 건대점,6.4.수,1,강아띠가 있구 너무 귀여워요 ㅠㅠ 그리고 히모카와 우동도 처음 먹어보는데 엄청 쫄깃하고 맛있습니다 ㅠㅠ 최고 또 올게요,"친절해요, 음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요"
제면소의하루 건대점,4.23.수,1,장인정신으로 만드신 면!! 와 이거 뭔가요? 지인추천에 먹어봤는데 이제 여름분위기 막 느꼈는데 시원한면 먹고 싶으면 무조건 여기 올 것같아요~^^!!,"음식이 맛있어요, 특별한 메뉴가 있어요, 현지 맛에 가까워요, 인테리어가 멋져요, 친절해요"
제면소의하루 건대점,6.7.토,1,"히모카와 우동은 품절이라 못 먹었지만 자루우동, 온우동 다 맛있었어요!!
귀여운 강아지도 있어서 좋았어요 ㆅ
사장님도 친절하시구 다음에 또 올거같아요","음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요, 인테리어가 멋져요"
제면소의하루 건대점,5.13.화,1,"회사 점심시간에 우연히 간 집인데 맛집 발견👍
인테리어도 깔끔하고 음식도 맛있네요~
찍어먹는 소스가 시원하고 진짜 맛있어요💛
다음에 또 갈게요!!
접기","인테리어가 멋져요, 음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요, 비싼 만큼 가치있어요"
제면소의하루 건대점,6.1.일,1,매장도 크고 깔끔하고 사리가 무료로 추가되어서 좋아요:),"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 매장이 넓어요, 매장이 청결해요"
제면소의하루 건대점,6.6.금,1,혼밥하기 좋아요! 날이 더워서 냉우동 먹으러 왔어요 매장도 시원하고 메뉴도 빨리 나와요! 근처살았으면 자주왔을듯 !!,"음식이 맛있어요, 양이 많아요, 혼밥하기 좋아요"
제면소의하루 건대점,5.18.일,1,와 면이 진짜 맛있어요!! 강추!!!,"음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요, 가성비가 좋아요, 건강한 맛이에요"
제면소의하루 건대점,6.7.토,1,여름철이 되니 더 찾게 되는 냉우동 정말 맛있아요!ㅎㅎ 탱글한 면발이 킥입니다- 사장님도 완전 친절하시구 이번 여름 자주 올게요-🍀,"음식이 맛있어요, 특별한 메뉴가 있어요, 혼밥하기 좋아요, 친절해요, 매장이 청결해요"
제면소의하루 건대점,5.28.수,1,우동 너무 좋아해서 왔는데 우동도 너무 맛있고 멍멍이도 너무 귀여워요.... 우동이 맛있고 귀엽다.... 또오고싶다..,"혼밥하기 좋아요, 음식이 맛있어요, 반려동물과 가기 좋아요"
제면소의하루 건대점,3.7.금,1,"지나가는 길에 가봐야지, 가봐야지 하다가 이제 왔습니다!!!
처음 방문하면 냉우동을 먼저 먹으라고 추천해주셔서 먹었는데,
와 진짜 면발이 탱탱함을 넘어 대박이예요!!!
붓가케우동에 완전 반해버렸습니다 대박대박 또 먹고 싶어요!
그리고 다른 하나는 니꾸우동인데, 국물이 진짜 깊고 진하고 정말 맛있습니다.
다른 일식 라멘집과 비교해서 여기도 웨이팅이 있어야한다고 생각해요!
강추!
접기","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요, 가성비가 좋아요"
제면소의하루 건대점,5.29.목,1,"면이 진짜 진짜 맛있어요
괜히 제면소가 이름에 들어간 게 아니구나 싶은
근데 붓카케우동이 조금 와사비맛이 튀어서 아쉬웠어요
끝까지 국물까지 마시기엔 조금 빡센 느낌
근데 사이드 미니까스도 어묵튀김도 맛있어서
다음에 재방문해서 카레우동이나 히모카와 우동 꼭 먹어보려고요
접기","음식이 맛있어요, 양이 많아요, 매장이 넓어요, 혼밥하기 좋아요, 매장이 청결해요"
제면소의하루 건대점,5.31.토,1,"친구들이랑 같이 우동 먹으러 방문했습니다! 면이 쫄깃쫄깃하고 깔끔한 맛이에요 ㅎㅎ
치돈 추천드립니다 존맛..🥹💕","혼밥하기 좋아요, 매장이 청결해요, 음식이 맛있어요, 특별한 메뉴가 있어요, 가성비가 좋아요"
제면소의하루 건대점,5.30.금,1,히모카와우동 궁금해서 왔는데ㅜㅜ이미 다팔렸어용ㅠㅠ아쉽 다음에 다시와야겠어용~ 대신먹은 붓가케우동과 자루우동!! 역시 면발이 엄청 쫀쫀한게 너무 맛있었어요❤️,"음식이 맛있어요, 특별한 메뉴가 있어요, 가성비가 좋아요"
제면소의하루 건대점,5.30.금,1,조금 늦게나오는 편이 있긴 한데 맛있어요!!,"인테리어가 멋져요, 뷰가 좋아요, 음식이 맛있어요, 특별한 메뉴가 있어요"
제면소의하루 건대점,5.17.토,1,"급더워진 날씨에 붓가케우동을
먹어봤어요!!! 냉우동이라 시원하고 쯔유
간도 딱이고 면은 쫠깃쫠깃 맛있네요👍🏻
튀김도 따로 주셔서 끝까지 바삭하게
먹었습니다
저는 타지에 살아서 반려동물은 못데려가지만
반려동물 동반가능한것도 너무 좋네요🐶
건대 놀러가면 또 방문할게요 ~
접기","음식이 맛있어요, 특별한 메뉴가 있어요, 친절해요, 매장이 청결해요, 음식이 빨리 나와요"
제면소의하루 건대점,5.29.목,2,"건대 우동 맛집!
제가 너무 좋아하는 냉우동 맛집이에요
항상 맛있게 먹고 있습니다!
번창하세요!ㅎㅎ
접기","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요, 인테리어가 멋져요"
제면소의하루 건대점,6.3.화,1,우동이 쫄깃하고 강아지가 귀여워요 💕 5시에 왔는데 하모카와는 품절이었어요 ㅠㅅ ㅠ 아쉽지만 다른 우동도 맛있었어요 !,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 매장이 넓어요, 친절해요"
제면소의하루 건대점,6.1.일,1,"🔥 강아지가 있어요 🔥

면도 무한추가!
면 러버라명 무조건 좋아하고 여름철 냉우동에도 넘 좋습니다!
접기","음식이 맛있어요, 재료가 신선해요, 양이 많아요"
제면소의하루 건대점,6.6.금,1,"면이 쫄깃 쫄깃하고 너무 맛있어요~!!!
면추가는 덤으로 공짜라 더 좋았어요!!!
강추합니다~ 무더위 여름더위를 날려줘요!!","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요, 친절해요"
제면소의하루 건대점,5.31.토,1,"면이 처음 먹어보는 식감이었는데 맛있었어요!!
여름에 자주 들르겠습니다 ㅎㅎ👍🏻","매장이 넓어요, 차분한 분위기에요, 음식이 맛있어요"
